Embalaje,Ancho_cm,Largo_cm,Alto_cm,Peso_kg,Manipulacion,Procedencia,Temperatura,Protocolo
2,73.9,74.5,52.3,17.29,normal,D,ambiente,Protocolo_1
3,99.9,27.8,22.0,71.16,normal,C,ambiente,Protocolo_1
3,80.7,60.4,40.6,64.7,normal,B,ambiente,Protocolo_1
3,53.0,87.1,81.1,58.57,fragil,A,ambiente,Protocolo_2
3,89.1,55.3,92.8,9.17,normal,D,ambiente,Protocolo_1
2,72.3,65.5,77.2,35.85,normal,B,ambiente,Protocolo_1
1,32.8,69.5,73.2,14.58,normal,A,ambiente,Protocolo_1
3,26.3,75.3,82.1,3.69,normal,B,ambiente,Protocolo_1
2,53.7,38.3,24.1,32.32,normal,D,ambiente,Protocolo_1
1,40.4,64.6,60.1,25.24,normal,D,ambiente,Protocolo_1
1,36.3,44.5,61.4,73.47,fragil,C,refrigerado,Protocolo_2
1,21.9,42.1,94.9,74.1,fragil,B,ambiente,Protocolo_2
3,85.3,50.1,6.5,74.8,normal,C,ambiente,Protocolo_1
1,72.0,43.7,97.2,1.34,normal,D,ambiente,Protocolo_1
3,36.5,7.5,74.0,41.61,normal,C,ambiente,Protocolo_2
2,27.6,75.5,7.1,1.66,fragil,C,ambiente,Protocolo_2
1,17.2,60.5,54.3,48.44,normal,B,ambiente,Protocolo_2
2,15.7,18.1,11.6,40.77,fragil,C,ambiente,Protocolo_2
3,64.4,29.8,62.3,34.54,normal,B,ambiente,Protocolo_1
3,15.3,63.0,47.9,4.4,fragil,A,ambiente,Protocolo_2
2,96.2,54.2,78.4,8.57,normal,B,ambiente,Protocolo_1
2,31.5,73.7,60.0,25.18,normal,C,refrigerado,Protocolo_1
1,7.5,51.5,79.7,19.51,normal,A,ambiente,Protocolo_2
1,86.3,85.2,40.0,14.47,normal,B,ambiente,Protocolo_1
2,39.9,12.4,86.4,68.13,normal,D,ambiente,Protocolo_1
2,37.6,63.3,87.3,2.47,normal,B,ambiente,Protocolo_1
1,16.3,40.3,67.3,17.59,normal,B,refrigerado,Protocolo_2
3,67.7,34.2,30.1,73.38,normal,C,ambiente,Protocolo_1
2,39.1,94.6,99.2,69.76,fragil,C,ambiente,Protocolo_2
1,83.2,87.1,82.7,28.55,normal,B,refrigerado,Protocolo_2
3,64.9,22.5,85.9,64.39,normal,A,ambiente,Protocolo_1
1,88.6,10.5,6.1,12.35,normal,D,ambiente,Protocolo_1
3,64.1,87.4,83.5,51.31,normal,A,refrigerado,Protocolo_2
1,79.0,21.1,25.7,70.68,normal,C,ambiente,Protocolo_2
2,71.2,93.2,53.3,37.86,fragil,C,ambiente,Protocolo_2
2,48.9,31.3,71.9,13.52,normal,A,refrigerado,Protocolo_1
3,70.4,44.1,44.0,46.39,normal,A,ambiente,Protocolo_1
1,68.0,9.3,28.1,59.9,fragil,B,ambiente,Protocolo_2
3,5.6,56.1,52.5,69.28,normal,A,ambiente,Protocolo_1
2,71.4,22.9,33.5,30.45,normal,D,refrigerado,Protocolo_1
1,29.9,46.0,63.5,22.87,fragil,D,ambiente,Protocolo_2
2,56.5,92.3,15.4,54.91,normal,D,ambiente,Protocolo_1
3,15.6,29.0,43.8,20.14,fragil,D,ambiente,Protocolo_2
2,7.2,65.3,61.2,19.57,normal,A,ambiente,Protocolo_1
1,6.4,24.2,99.1,14.75,normal,C,ambiente,Protocolo_1
2,20.0,62.9,52.1,29.53,fragil,B,refrigerado,Protocolo_2
2,6.9,32.5,45.5,35.25,normal,A,refrigerado,Protocolo_1
1,17.6,69.7,99.0,58.04,normal,B,ambiente,Protocolo_2
1,58.1,78.2,92.9,8.8,normal,A,refrigerado,Protocolo_2
3,43.0,88.7,68.9,34.19,normal,D,ambiente,Protocolo_1
1,98.2,92.3,56.8,52.7,normal,C,ambiente,Protocolo_2
2,81.8,27.9,30.7,43.69,normal,C,refrigerado,Protocolo_2
3,18.9,17.3,64.3,63.08,fragil,A,ambiente,Protocolo_2
1,44.6,9.6,84.2,71.41,normal,A,refrigerado,Protocolo_2
2,45.9,73.4,98.3,17.18,normal,A,ambiente,Protocolo_1
1,39.4,22.8,21.2,72.71,fragil,C,refrigerado,Protocolo_2
3,52.1,81.0,31.0,70.85,normal,B,ambiente,Protocolo_1
2,68.6,96.7,89.0,29.23,normal,C,ambiente,Protocolo_1
3,65.9,19.1,86.8,65.1,normal,A,ambiente,Protocolo_1
3,38.9,31.9,73.1,41.32,normal,B,ambiente,Protocolo_1
2,72.0,54.8,14.9,64.9,fragil,B,ambiente,Protocolo_2
1,32.5,45.9,72.1,59.89,normal,D,ambiente,Protocolo_2
2,84.4,45.5,49.6,77.0,normal,C,refrigerado,Protocolo_2
1,96.6,25.6,40.3,17.84,normal,A,ambiente,Protocolo_1
2,33.0,89.5,28.8,58.94,normal,B,ambiente,Protocolo_1
1,79.5,69.8,35.2,1.31,normal,C,ambiente,Protocolo_1
3,82.3,19.6,55.9,73.76,fragil,C,ambiente,Protocolo_2
2,51.6,5.4,20.4,16.07,normal,B,ambiente,Protocolo_1
1,13.3,77.5,53.4,30.0,normal,C,ambiente,Protocolo_1
3,79.7,6.5,9.6,67.48,normal,B,ambiente,Protocolo_1
3,43.7,88.6,44.0,38.32,fragil,A,ambiente,Protocolo_1
2,24.8,55.3,96.2,53.17,fragil,C,refrigerado,Protocolo_2
1,64.5,93.4,75.2,29.04,normal,D,ambiente,Protocolo_2
2,46.5,78.3,11.5,44.52,normal,A,ambiente,Protocolo_1
2,13.3,90.0,70.3,67.67,normal,C,ambiente,Protocolo_1
3,98.4,75.7,23.6,71.42,fragil,B,refrigerado,Protocolo_2
1,28.2,59.8,50.0,36.61,normal,B,ambiente,Protocolo_1
3,53.5,21.4,32.9,57.67,normal,D,refrigerado,Protocolo_2
1,68.4,74.1,93.7,37.48,normal,D,refrigerado,Protocolo_2
1,15.9,61.3,10.2,75.18,fragil,A,ambiente,Protocolo_2
2,75.2,48.2,88.7,58.26,normal,C,refrigerado,Protocolo_2
1,66.6,58.1,71.6,34.62,normal,A,refrigerado,Protocolo_1
2,51.9,27.1,39.5,39.95,normal,B,refrigerado,Protocolo_1
2,55.2,43.4,88.6,14.81,normal,C,ambiente,Protocolo_1
1,95.7,16.8,43.6,75.29,fragil,A,refrigerado,Protocolo_2
3,91.5,43.9,71.3,20.55,normal,B,refrigerado,Protocolo_1
1,15.6,49.4,79.8,14.67,normal,D,ambiente,Protocolo_1
3,40.0,86.5,32.2,36.28,normal,B,ambiente,Protocolo_1
3,54.1,55.1,11.9,58.15,normal,A,ambiente,Protocolo_1
2,92.4,91.3,87.5,54.68,normal,B,ambiente,Protocolo_2
1,82.6,97.0,27.0,20.52,normal,B,refrigerado,Protocolo_2
3,41.7,9.7,93.5,21.34,normal,C,ambiente,Protocolo_1
1,89.2,61.7,34.9,19.0,normal,B,ambiente,Protocolo_1
1,40.9,33.4,44.4,48.34,normal,A,refrigerado,Protocolo_2
3,30.8,85.9,45.9,76.58,normal,C,ambiente,Protocolo_2
2,62.9,51.9,49.4,71.18,fragil,B,ambiente,Protocolo_2
3,38.8,12.4,96.5,40.46,fragil,A,ambiente,Protocolo_2
1,64.1,25.4,28.3,30.35,normal,C,ambiente,Protocolo_1
2,43.9,69.0,62.8,31.78,normal,D,ambiente,Protocolo_1
3,80.6,12.6,32.9,64.54,normal,D,ambiente,Protocolo_1
3,95.7,41.0,17.4,52.12,normal,C,ambiente,Protocolo_1
2,30.7,87.8,32.4,3.49,normal,A,ambiente,Protocolo_1
3,53.5,7.8,57.5,6.24,normal,D,ambiente,Protocolo_1
1,73.8,71.1,62.7,38.61,normal,A,refrigerado,Protocolo_2
2,20.1,69.2,30.1,42.68,fragil,C,ambiente,Protocolo_2
1,80.6,35.5,98.8,76.86,normal,D,ambiente,Protocolo_2
3,60.4,15.7,39.5,11.46,normal,D,ambiente,Protocolo_1
3,19.2,14.7,84.0,64.65,normal,B,refrigerado,Protocolo_2
3,87.5,97.1,8.3,71.66,normal,D,refrigerado,Protocolo_2
3,45.5,69.3,71.0,30.33,normal,A,refrigerado,Protocolo_1
1,21.8,40.7,33.8,13.11,fragil,A,ambiente,Protocolo_2
2,23.6,84.2,56.0,19.86,normal,C,ambiente,Protocolo_1
3,79.6,14.8,84.5,53.09,normal,D,ambiente,Protocolo_1
1,93.9,17.1,73.9,5.77,fragil,A,ambiente,Protocolo_2
2,40.9,23.8,39.2,70.87,normal,B,refrigerado,Protocolo_2
3,12.5,77.5,74.6,60.58,normal,D,ambiente,Protocolo_2
2,14.6,43.8,44.3,63.6,normal,D,ambiente,Protocolo_1
3,67.2,66.0,11.0,59.28,fragil,B,ambiente,Protocolo_2
2,40.2,27.1,68.2,10.47,normal,D,ambiente,Protocolo_1
2,45.5,78.8,94.0,58.53,normal,B,refrigerado,Protocolo_2
2,37.0,81.2,12.9,48.02,normal,B,refrigerado,Protocolo_2
2,49.2,44.3,70.3,4.27,normal,B,ambiente,Protocolo_1
3,66.1,24.9,84.8,22.91,normal,A,refrigerado,Protocolo_1
3,56.4,64.9,61.7,33.96,normal,C,refrigerado,Protocolo_2
1,20.6,29.3,51.1,43.52,fragil,A,ambiente,Protocolo_2
3,51.7,19.1,27.5,14.61,normal,B,ambiente,Protocolo_1
2,48.8,63.5,23.4,42.27,fragil,C,refrigerado,Protocolo_2
2,56.8,53.7,42.6,76.62,normal,D,ambiente,Protocolo_2
1,15.5,79.4,65.9,28.5,normal,A,ambiente,Protocolo_1
2,19.6,32.8,34.9,12.29,normal,C,ambiente,Protocolo_1
2,55.4,26.4,51.4,37.6,normal,D,ambiente,Protocolo_1
2,31.2,65.8,62.0,36.16,normal,C,ambiente,Protocolo_1
1,64.8,71.6,24.9,73.39,normal,A,ambiente,Protocolo_2
3,40.4,44.3,75.4,37.1,normal,C,refrigerado,Protocolo_1
2,26.0,47.0,64.7,19.62,normal,C,ambiente,Protocolo_1
2,67.4,16.7,61.2,18.11,fragil,A,ambiente,Protocolo_1
1,42.4,49.6,50.4,2.96,normal,D,refrigerado,Protocolo_2
1,20.0,96.3,39.7,59.36,normal,A,ambiente,Protocolo_1
3,81.8,15.8,57.1,21.57,normal,D,refrigerado,Protocolo_1
1,46.0,59.0,77.7,63.08,normal,B,refrigerado,Protocolo_2
3,91.9,6.7,72.1,44.12,normal,A,refrigerado,Protocolo_2
3,23.4,35.9,75.1,56.99,normal,C,refrigerado,Protocolo_2
2,88.3,77.3,24.9,16.41,fragil,B,refrigerado,Protocolo_2
3,82.5,58.9,79.1,12.57,normal,C,ambiente,Protocolo_1
2,14.9,12.7,36.9,33.57,normal,A,refrigerado,Protocolo_1
3,55.5,47.9,27.1,28.67,normal,A,ambiente,Protocolo_1
1,67.1,12.5,16.5,40.59,normal,A,ambiente,Protocolo_2
2,52.1,40.5,83.9,59.91,fragil,B,refrigerado,Protocolo_2
2,42.1,78.1,64.2,72.73,normal,A,ambiente,Protocolo_1
3,94.7,29.5,84.9,47.63,normal,C,ambiente,Protocolo_2
1,71.6,48.1,58.3,18.22,normal,B,ambiente,Protocolo_1
3,96.8,52.5,86.7,23.77,normal,A,ambiente,Protocolo_1
1,85.4,86.1,57.9,72.47,normal,C,ambiente,Protocolo_2
1,82.6,16.5,66.4,16.93,fragil,C,ambiente,Protocolo_2
2,73.9,57.3,10.4,7.78,fragil,B,refrigerado,Protocolo_2
1,66.4,7.9,68.6,73.71,fragil,C,refrigerado,Protocolo_2
2,89.3,13.9,61.8,2.33,normal,B,ambiente,Protocolo_1
3,63.3,26.0,28.0,59.96,normal,A,ambiente,Protocolo_1
3,12.2,73.4,15.7,11.82,fragil,B,refrigerado,Protocolo_2
1,60.3,8.9,38.0,53.38,normal,A,ambiente,Protocolo_1
2,14.8,94.8,10.7,15.08,normal,C,ambiente,Protocolo_1
2,95.2,45.6,62.1,71.79,normal,C,ambiente,Protocolo_2
1,66.4,84.7,56.9,4.18,normal,B,ambiente,Protocolo_1
2,57.8,26.1,92.2,24.5,fragil,B,ambiente,Protocolo_2
2,23.8,37.1,54.2,62.69,fragil,A,refrigerado,Protocolo_2
3,54.0,74.1,74.3,45.47,normal,C,ambiente,Protocolo_2
1,37.5,41.0,68.1,33.87,normal,C,ambiente,Protocolo_1
1,69.2,53.2,71.5,34.96,normal,B,ambiente,Protocolo_1
3,62.4,81.9,34.8,40.28,normal,B,ambiente,Protocolo_2
3,52.4,66.9,44.5,79.59,normal,D,ambiente,Protocolo_1
1,29.0,84.4,16.4,53.96,normal,C,ambiente,Protocolo_2
1,54.9,13.2,66.8,39.07,normal,A,ambiente,Protocolo_1
2,48.9,62.8,33.7,25.88,normal,A,ambiente,Protocolo_1
3,85.9,62.1,57.1,40.4,normal,D,ambiente,Protocolo_2
1,90.0,62.7,92.5,73.82,normal,C,refrigerado,Protocolo_2
1,77.1,60.9,69.9,17.67,normal,A,refrigerado,Protocolo_1
3,35.4,73.8,30.4,27.77,fragil,B,ambiente,Protocolo_1
3,8.6,85.2,53.9,5.39,normal,A,ambiente,Protocolo_1
3,92.9,26.8,62.2,50.41,normal,B,refrigerado,Protocolo_2
3,99.2,14.9,85.8,61.41,normal,A,ambiente,Protocolo_1
3,17.1,12.0,80.4,50.64,fragil,A,ambiente,Protocolo_2
1,70.1,20.1,34.9,64.98,normal,A,refrigerado,Protocolo_2
1,45.4,67.3,92.4,61.71,normal,D,refrigerado,Protocolo_2
1,19.1,44.6,19.0,77.8,fragil,A,ambiente,Protocolo_2
1,99.8,38.2,31.2,36.3,fragil,B,ambiente,Protocolo_2
3,93.7,91.4,8.2,6.91,normal,A,refrigerado,Protocolo_1
2,98.3,90.5,34.6,42.92,normal,A,ambiente,Protocolo_1
1,18.7,56.2,44.3,61.73,normal,A,refrigerado,Protocolo_2
1,51.7,48.6,27.9,32.67,normal,A,ambiente,Protocolo_1
1,90.1,30.7,6.2,36.05,normal,B,ambiente,Protocolo_1
2,69.1,48.7,6.0,59.04,normal,B,ambiente,Protocolo_1
2,46.3,44.0,92.8,1.54,normal,A,ambiente,Protocolo_1
1,54.1,5.7,74.8,52.65,normal,D,ambiente,Protocolo_2
3,8.7,77.1,71.3,56.64,normal,B,ambiente,Protocolo_1
1,63.1,46.7,79.6,77.66,fragil,C,ambiente,Protocolo_2
2,86.7,26.2,70.9,58.45,normal,B,ambiente,Protocolo_1
2,5.3,68.3,10.8,10.64,normal,A,ambiente,Protocolo_1
2,20.2,47.5,92.9,39.96,normal,A,ambiente,Protocolo_1
3,54.2,34.8,45.7,32.59,fragil,A,ambiente,Protocolo_1
3,58.3,26.9,48.1,32.19,fragil,C,refrigerado,Protocolo_2
1,37.6,10.6,89.2,62.85,normal,C,refrigerado,Protocolo_2
2,7.7,52.8,24.4,46.57,fragil,A,ambiente,Protocolo_2
1,75.6,40.7,34.7,58.52,normal,D,ambiente,Protocolo_2
2,28.1,8.8,86.2,59.71,fragil,D,ambiente,Protocolo_2
2,66.2,82.2,54.4,55.13,fragil,A,ambiente,Protocolo_2
2,58.1,81.8,44.9,60.67,normal,B,ambiente,Protocolo_1
1,45.9,51.6,95.7,17.64,normal,D,refrigerado,Protocolo_2
1,61.1,84.7,89.4,8.08,normal,D,refrigerado,Protocolo_2
1,71.0,50.7,89.3,13.07,normal,B,ambiente,Protocolo_1
1,59.4,21.0,25.2,64.74,normal,C,ambiente,Protocolo_2
2,58.0,54.2,85.2,76.49,fragil,D,refrigerado,Protocolo_2
3,46.4,34.7,67.4,74.96,normal,D,refrigerado,Protocolo_2
1,45.9,48.0,70.7,1.22,normal,C,ambiente,Protocolo_1
1,51.6,97.2,9.5,79.61,fragil,B,ambiente,Protocolo_2
2,47.9,38.8,57.8,70.95,normal,B,refrigerado,Protocolo_2
3,46.7,25.5,25.8,16.07,fragil,C,ambiente,Protocolo_1
1,25.0,17.2,93.1,44.68,fragil,A,refrigerado,Protocolo_2
1,73.9,89.0,58.4,78.77,normal,C,ambiente,Protocolo_2
2,17.6,6.4,63.7,37.79,fragil,B,ambiente,Protocolo_1
2,91.3,91.2,28.1,76.28,fragil,B,ambiente,Protocolo_2
3,64.4,10.9,45.0,43.6,normal,C,ambiente,Protocolo_1
1,9.6,76.5,55.3,27.68,normal,D,refrigerado,Protocolo_1
1,67.6,32.9,82.1,13.01,normal,B,refrigerado,Protocolo_2
2,39.3,28.7,63.1,8.51,fragil,C,ambiente,Protocolo_2
2,93.3,22.1,15.7,56.59,normal,B,ambiente,Protocolo_1
3,93.9,17.8,47.8,26.34,normal,A,refrigerado,Protocolo_1
2,85.4,11.3,33.1,32.74,fragil,C,ambiente,Protocolo_2
2,58.9,19.7,56.2,74.99,normal,C,refrigerado,Protocolo_2
1,92.3,60.9,49.6,16.15,normal,C,refrigerado,Protocolo_2
1,66.7,59.1,7.1,29.99,fragil,B,ambiente,Protocolo_2
3,88.1,31.7,24.7,72.78,normal,C,ambiente,Protocolo_1
1,20.2,69.6,67.7,75.26,fragil,A,ambiente,Protocolo_2
2,90.9,78.1,56.7,64.26,normal,B,ambiente,Protocolo_2
3,67.9,98.1,10.1,30.77,normal,C,refrigerado,Protocolo_1
3,33.8,46.8,61.8,10.21,normal,B,ambiente,Protocolo_1
1,99.8,40.6,52.8,63.19,normal,A,ambiente,Protocolo_2
1,70.3,97.5,19.3,67.16,normal,B,ambiente,Protocolo_2
3,91.3,94.5,5.2,57.24,normal,B,ambiente,Protocolo_1
3,5.5,93.1,36.9,27.12,fragil,D,ambiente,Protocolo_2
1,57.5,62.8,79.1,52.26,fragil,D,ambiente,Protocolo_2
2,72.7,63.7,17.6,56.24,normal,B,ambiente,Protocolo_1
1,6.3,93.2,94.7,71.02,normal,C,refrigerado,Protocolo_2
3,77.4,50.6,56.5,11.3,fragil,B,refrigerado,Protocolo_2
3,66.9,25.3,77.0,21.25,normal,B,refrigerado,Protocolo_1
1,31.1,98.6,97.8,32.42,normal,C,ambiente,Protocolo_1
2,70.4,85.0,30.0,64.97,normal,D,refrigerado,Protocolo_2
2,17.4,10.3,60.4,71.52,normal,B,ambiente,Protocolo_1
1,83.3,15.7,37.4,22.42,normal,A,ambiente,Protocolo_1
1,87.3,88.8,13.0,40.43,normal,D,ambiente,Protocolo_2
3,51.1,33.6,80.4,48.7,normal,C,ambiente,Protocolo_1
2,53.2,71.2,6.1,13.4,normal,A,ambiente,Protocolo_1
1,43.2,16.2,87.5,63.43,normal,A,ambiente,Protocolo_1
1,37.8,21.2,80.5,37.78,normal,C,ambiente,Protocolo_1
2,87.9,76.0,65.6,71.6,normal,C,refrigerado,Protocolo_2
3,34.0,98.0,61.2,43.96,normal,A,refrigerado,Protocolo_2
2,43.3,52.7,85.3,66.68,normal,C,ambiente,Protocolo_1
3,33.5,9.1,10.3,4.12,normal,A,refrigerado,Protocolo_1
2,67.4,27.3,75.0,35.22,normal,B,refrigerado,Protocolo_1
3,82.4,25.2,22.1,33.65,normal,B,ambiente,Protocolo_1
3,20.6,93.9,6.9,15.68,normal,D,ambiente,Protocolo_1
1,29.2,44.8,34.7,45.02,normal,A,ambiente,Protocolo_2
1,14.9,95.0,36.1,60.09,normal,A,ambiente,Protocolo_2
3,20.2,86.7,23.3,39.57,normal,C,ambiente,Protocolo_1
3,43.7,47.8,72.5,66.59,normal,A,ambiente,Protocolo_2
1,78.7,7.4,58.1,23.58,normal,C,refrigerado,Protocolo_2
2,56.5,97.4,92.4,24.01,normal,A,refrigerado,Protocolo_1
3,10.1,6.0,77.4,13.51,normal,A,ambiente,Protocolo_1
3,64.4,86.3,83.5,62.77,normal,B,ambiente,Protocolo_2
1,80.6,44.3,90.7,12.01,normal,D,ambiente,Protocolo_1
3,42.4,33.6,81.6,12.15,normal,A,ambiente,Protocolo_1
2,28.3,43.8,16.2,0.76,normal,B,ambiente,Protocolo_1
3,77.6,38.9,22.6,31.18,normal,C,ambiente,Protocolo_1
1,7.3,70.5,43.2,35.06,normal,D,ambiente,Protocolo_1
2,82.5,59.4,36.5,36.2,normal,B,ambiente,Protocolo_1
1,81.4,29.4,89.1,61.34,normal,B,refrigerado,Protocolo_2
2,89.4,55.1,54.8,33.29,normal,B,ambiente,Protocolo_1
1,13.5,43.5,88.2,0.54,normal,B,ambiente,Protocolo_1
2,15.2,92.5,41.8,48.83,fragil,A,refrigerado,Protocolo_2
3,87.9,89.8,91.1,13.86,normal,A,ambiente,Protocolo_1
2,50.1,63.6,11.8,2.2,normal,C,ambiente,Protocolo_1
1,42.3,96.7,47.3,62.23,fragil,B,refrigerado,Protocolo_2
2,59.5,40.6,90.6,19.82,fragil,C,ambiente,Protocolo_2
2,10.6,13.4,47.7,60.47,normal,C,ambiente,Protocolo_2
3,66.2,9.5,74.6,51.41,normal,A,ambiente,Protocolo_1
1,94.8,84.2,39.3,70.69,normal,B,ambiente,Protocolo_2
1,69.2,41.4,83.8,28.78,normal,B,refrigerado,Protocolo_2
2,49.1,86.7,65.0,52.08,normal,A,refrigerado,Protocolo_2
3,96.3,48.6,82.1,45.54,normal,D,refrigerado,Protocolo_2
2,70.4,6.1,56.0,62.67,normal,C,refrigerado,Protocolo_2
1,10.4,55.2,65.6,26.48,normal,D,refrigerado,Protocolo_2
1,68.7,61.5,55.2,48.04,normal,B,ambiente,Protocolo_2
3,10.7,47.9,58.9,43.36,normal,C,refrigerado,Protocolo_1
3,34.2,84.6,70.5,3.68,fragil,A,ambiente,Protocolo_2
1,63.5,66.2,16.5,2.91,normal,D,ambiente,Protocolo_1
1,25.5,39.7,78.0,72.26,normal,D,ambiente,Protocolo_2
1,8.6,73.3,38.7,51.33,normal,A,ambiente,Protocolo_1
2,63.7,35.4,6.2,49.13,normal,C,ambiente,Protocolo_1
3,32.2,84.7,66.1,59.5,normal,A,ambiente,Protocolo_1
1,55.6,31.6,63.3,1.45,normal,C,refrigerado,Protocolo_2
3,29.8,68.3,74.0,18.72,normal,D,ambiente,Protocolo_1
1,70.2,44.4,99.8,52.08,normal,A,ambiente,Protocolo_2
3,90.1,14.6,48.8,57.53,fragil,B,ambiente,Protocolo_2
1,13.2,64.8,97.5,50.44,normal,A,refrigerado,Protocolo_2
3,79.7,41.4,59.9,33.0,fragil,C,ambiente,Protocolo_2
2,19.8,65.3,39.0,47.19,fragil,A,ambiente,Protocolo_2
1,36.3,56.3,69.4,56.05,normal,D,ambiente,Protocolo_2
1,38.9,9.0,23.7,32.63,normal,B,ambiente,Protocolo_1
3,24.6,24.5,96.8,45.21,fragil,A,ambiente,Protocolo_2
2,12.1,71.5,46.9,6.5,normal,D,ambiente,Protocolo_1
2,78.0,49.4,6.0,13.73,normal,C,ambiente,Protocolo_1
3,80.4,49.3,67.3,61.85,normal,B,ambiente,Protocolo_2
2,99.7,5.2,16.4,30.52,normal,C,ambiente,Protocolo_1
2,93.8,33.8,13.4,62.29,normal,D,ambiente,Protocolo_1
2,46.3,68.6,7.2,54.01,normal,C,ambiente,Protocolo_2
1,17.7,89.3,88.9,29.14,normal,B,ambiente,Protocolo_1
1,6.0,59.5,8.2,61.71,normal,B,refrigerado,Protocolo_2
1,55.5,56.4,56.0,10.28,normal,B,refrigerado,Protocolo_2
2,86.8,49.7,51.5,13.01,normal,B,ambiente,Protocolo_1
2,30.5,69.5,91.5,32.85,normal,B,ambiente,Protocolo_1
3,23.9,80.8,91.6,52.53,normal,A,ambiente,Protocolo_1
3,46.7,26.0,92.5,23.96,fragil,B,ambiente,Protocolo_2
1,89.9,72.8,43.0,25.99,fragil,C,ambiente,Protocolo_2
3,47.9,28.2,50.0,68.97,fragil,A,ambiente,Protocolo_2
3,73.7,8.0,83.4,72.01,normal,B,ambiente,Protocolo_1
2,48.9,12.1,16.4,73.02,normal,A,ambiente,Protocolo_2
2,40.4,9.4,15.9,1.95,fragil,C,ambiente,Protocolo_1
1,46.9,31.6,92.6,63.91,normal,D,refrigerado,Protocolo_2
1,78.0,17.1,7.8,60.99,normal,A,refrigerado,Protocolo_2
1,76.7,13.1,41.4,20.8,normal,C,ambiente,Protocolo_1
2,46.0,19.0,23.5,18.29,normal,C,ambiente,Protocolo_1
2,30.4,8.6,13.0,2.98,normal,D,ambiente,Protocolo_1
1,18.2,37.6,97.5,65.8,normal,A,ambiente,Protocolo_1
1,5.1,83.2,20.8,48.68,normal,D,ambiente,Protocolo_2
1,15.8,57.6,46.0,1.46,fragil,C,ambiente,Protocolo_2
2,20.6,11.2,29.3,18.18,normal,D,refrigerado,Protocolo_1
3,70.5,40.6,51.7,66.5,fragil,C,ambiente,Protocolo_2
2,82.7,45.8,77.9,48.25,normal,A,ambiente,Protocolo_2
1,75.0,21.4,67.7,68.49,normal,B,ambiente,Protocolo_2
1,73.7,40.4,59.3,11.91,fragil,A,refrigerado,Protocolo_2
1,99.5,37.0,53.5,76.22,normal,A,ambiente,Protocolo_2
3,96.4,51.9,17.5,16.75,normal,D,ambiente,Protocolo_1
3,30.5,71.2,43.2,24.42,normal,C,refrigerado,Protocolo_1
1,18.8,50.5,91.0,74.1,normal,A,ambiente,Protocolo_2
1,19.6,12.0,82.9,25.17,normal,B,ambiente,Protocolo_1
1,90.1,10.2,11.2,47.7,normal,A,refrigerado,Protocolo_2
3,14.7,89.4,84.8,27.66,normal,A,ambiente,Protocolo_1
1,37.3,71.0,83.7,59.23,fragil,D,ambiente,Protocolo_2
3,55.4,67.4,81.2,25.05,normal,D,ambiente,Protocolo_1
2,63.3,91.8,82.4,35.41,normal,B,ambiente,Protocolo_1
1,61.6,56.4,98.4,6.89,normal,C,refrigerado,Protocolo_2
3,79.7,12.0,10.2,73.69,normal,A,ambiente,Protocolo_1
2,59.3,72.9,41.5,72.5,normal,C,ambiente,Protocolo_2
3,85.8,20.4,97.0,64.37,normal,A,refrigerado,Protocolo_2
1,13.0,68.3,57.5,69.87,normal,B,refrigerado,Protocolo_2
2,86.6,43.1,69.8,48.3,normal,B,refrigerado,Protocolo_2
2,61.1,7.7,39.4,7.02,normal,A,ambiente,Protocolo_1
2,26.2,10.3,25.1,5.83,fragil,A,ambiente,Protocolo_1
1,97.9,42.3,98.0,62.93,normal,B,refrigerado,Protocolo_2
2,94.3,61.5,39.4,41.46,fragil,B,ambiente,Protocolo_2
3,85.3,21.2,58.3,22.3,fragil,A,ambiente,Protocolo_1
3,91.6,15.1,28.2,3.19,normal,B,refrigerado,Protocolo_1
1,41.3,40.7,96.9,78.73,normal,A,ambiente,Protocolo_2
3,26.6,81.4,29.5,7.92,normal,A,ambiente,Protocolo_1
3,22.4,79.5,91.8,29.27,normal,B,ambiente,Protocolo_1
1,88.0,70.0,32.7,54.48,normal,A,ambiente,Protocolo_2
1,83.5,45.4,95.0,49.92,fragil,C,ambiente,Protocolo_2
3,98.2,47.0,39.9,10.28,normal,A,ambiente,Protocolo_1
1,85.6,26.5,87.8,49.71,normal,A,ambiente,Protocolo_2
1,65.1,18.0,62.0,27.04,normal,B,ambiente,Protocolo_1
2,18.5,6.5,15.8,13.81,normal,A,refrigerado,Protocolo_1
2,20.7,86.7,33.1,49.44,fragil,A,refrigerado,Protocolo_2
2,50.0,52.1,77.3,72.06,normal,C,ambiente,Protocolo_2
2,77.9,5.3,68.4,60.17,normal,A,ambiente,Protocolo_1
3,21.5,55.3,38.8,13.17,normal,C,refrigerado,Protocolo_1
3,92.0,29.5,23.6,14.09,normal,B,ambiente,Protocolo_1
1,70.0,45.6,83.7,37.65,fragil,B,ambiente,Protocolo_2
1,34.7,68.9,64.1,1.89,fragil,A,ambiente,Protocolo_2
1,89.1,81.9,69.8,1.86,normal,A,refrigerado,Protocolo_2
2,61.9,71.5,50.5,20.3,normal,B,ambiente,Protocolo_1
2,74.7,90.1,38.3,8.71,fragil,B,refrigerado,Protocolo_2
3,41.6,27.3,41.3,43.83,normal,A,ambiente,Protocolo_1
